2,0,0.00,0,0.00
2,0,0.00,0,0.00
2,0,0.00,0,0.00
2,0,0.00,0,0.00
1,0,0.75,1,4.02
1,0,4.93,3,4.02
1,0,0.00,0,6.12
1,0,0.75,1,4.02
1,0,0.75,1,4.02
1,0,0.65,1,4.02
1,0,0.00,0,3.90
1,0,0.75,1,4.02
1,0,0.00,0,3.88
1,0,0.75,1,4.02
1,0,0.10,1,4.02
1,0,2.38,2,4.02
1,0,0.00,0,2.45
1,0,0.75,1,4.02
1,0,0.00,0,3.42
1,0,0.25,1,4.02
